"uid","gvkey","permno","conm","City","Number.of.Workers","WARN.Received.Date","rd_intensity_1yr","rd_intensity_3yr","rd_intensity_5yr","rd_group_1yr","rd_group_3yr","rd_group_5yr","CAR_1_Day_Window","CAR_3_Day_Window","CAR_5_Day_Window","CAR_10_Day_Window"
"91531-18AUG2023","008214",91531,"OWENS CORNING","Wabash",87,"08/18/2023",0.0108595430796025,0.0110636358315085,0.0115906673622224,"Low R&D","Low R&D","Low R&D",-0.0299604404,-0.0179110707,-0.03227706,0.0188401333
"91531-11JUN2020","008214",91531,"OWENS CORNING","Amarillo",205,"06/11/2020",0.0121508379888268,0.0126923218858129,0.013233214838688,"Low R&D","Low R&D","Low R&D",-0.0276894727,0.0136192898,0.0538164233,0.0570129734
"77157-28NOV2023","008215",77157,"O-I GLASS INC","Verdi",44,"11/28/2023",0.0114825581395349,0.0122074155619203,0.0113853219356269,"Low R&D","Low R&D","Low R&D",0.0022131513,0.0406534913,0.0309122343,0.0193922306
"22509-01JUN2020","008247",22509,"PPG INDUSTRIES INC","Orlando",204,"06/01/2020",0.028507324798733,0.0292888692786511,0.0302095382251074,"High R&D","High R&D","High R&D",0.0409749987,0.0910027502,0.1190274312,0.1467446192
"22509-11JAN2022","008247",22509,"PPG INDUSTRIES INC","Lafayette",54,"01/11/2022",0.0261154074955384,0.027335048953231,0.0282728859793826,"High R&D","High R&D","High R&D",0.0009295704,-0.0277475782,0.0117860729,0.0148905554
"22509-15SEP2021","008247",22509,"PPG INDUSTRIES INC","East Moline",80,"09/15/2021",0.0273824145654216,0.0281852953366735,0.0293616018526168,"High R&D","High R&D","High R&D",-0.023712741,-0.0471916603,-0.0335699517,-0.1112755855
"22509-18JAN2024","008247",22509,"PPG INDUSTRIES INC","Iuka",71,"01/18/2024",0.0237182296231376,0.0250672335129448,0.0262182879805978,"High R&D","High R&D","High R&D",-0.0279597478,-0.0353253907,-0.0391636177,-0.057296281
"61146-22JAN2016","008334",61146,"PAR TECHNOLOGY CORP","Torrance",388,"01/22/2016",0.044746138696873,0.0591914892251816,0.0587164311484693,"High R&D","High R&D","High R&D",-0.0481845076,-0.0227881669,-0.0552892942,-0.1688076236
"41355-22APR2024","008358",41355,"PARKER-HANNIFIN CORP","Kittery",48,"04/22/2024",0.0173614808220677,0.0173743185252209,0.0188335370637159,"Low R&D","Low R&D","Low R&D",-0.0010549663,0.0021532651,0.0050558423,-0.0284125099
"41355-05DEC2016","008358",41355,"PARKER-HANNIFIN CORP","Youngstown",19,"12/05/2016",0.0316700838403933,0.0314709319794948,0.0300301309509889,"High R&D","High R&D","High R&D",-0.024705907,0.0018272807,-0.0126181805,-0.0189429066
"41355-26JUL2016","008358",41355,"PARKER-HANNIFIN CORP","Youngstown",7,"07/26/2016",0.0316700838403933,0.0314709319794948,0.0300301309509889,"High R&D","High R&D","High R&D",0.01421469,-0.0024709533,-0.011816261,0.036446011
"41355-08JUL2024","008358",41355,"PARKER-HANNIFIN CORP","Lincolnshire",114,"07/08/2024",0.0149526287674729,0.0163403722829433,0.0177061112960019,"Low R&D","Low R&D","Low R&D",-0.0186769682,0.0201171966,0.0300800726,0.0409855385
"12072-08JUL2013","008363",12072,"PARKWAY PROPERTIES INC","Jackson",40,"07/08/2013",0,0,0,"Low R&D","Low R&D","Low R&D",0.0207090732,0.0513935258,0.053529332,0.0658489718
"13586-07NOV2017","008463",13586,"PENTAIR PLC","North Platte",NA,"11/07/2017",0.0233333333333333,0.0195143810571185,0.019309442796142,"High R&D","Low R&D","Low R&D",-0.0011767045,-0.0135736816,-0.0256261164,-0.0324125819
"13586-30AUG2022","008463",13586,"PENTAIR PLC","Brookfield, Pewaukee",210,"08/30/2022",0.0228166170845729,0.0248605865260867,0.024781453620801,"High R&D","High R&D","High R&D",-0.0085227557,-0.023988038,-0.0059812068,-0.019739739
"13856-25FEB2014","008479",13856,"PEPSICO INC","Seattle",52,"02/25/2014",0.010012798313634,0.00877852355510722,0.00886983400181948,"Low R&D","Low R&D","Low R&D",0.0034597267,0.0284073758,0.0234973376,0.0103398014
"13856-21AUG2020","008479",13856,"PEPSICO INC","Beverly Hills",156,"08/21/2020",0.0105865010943851,0.0109015393841914,0.0113528693315074,"Low R&D","Low R&D","Low R&D",-0.0047297352,-0.0214779897,-0.0272653613,0.0003235294
"13856-28OCT2024","008479",13856,"PEPSICO INC","Chicago",131,"10/28/2024",0.00878967104328148,0.00905877418287364,0.00959599109135912,"Low R&D","Low R&D","Low R&D",-0.027674321,-0.051125011,-0.0587383659,-0.0755272482
"13856-29OCT2024","008479",13856,"PEPSICO INC","Cincinnati",136,"10/29/2024",0.00878967104328148,0.00905877418287364,0.00959599109135912,"Low R&D","Low R&D","Low R&D",-0.033264671,-0.045101891,-0.0445832773,-0.0837850051
"21936-20DEC2024","008530",21936,"PFIZER INC","Tampa",62,"12/20/2024",0.208352151751726,0.167957285260557,0.183889757378466,"High R&D","High R&D","High R&D",0.0282356692,0.0536207704,0.0455116829,0.0507632582
"21936-01OCT2023","008530",21936,"PFIZER INC","Gladstone",791,"10/01/2023",0.125396192564537,0.180471825240104,0.172864097471948,"High R&D","High R&D","High R&D",0.0706072792,0.0505819971,0.0373602244,0.0332047395
"21936-09NOV2018","008530",21936,"PFIZER INC","South San",100,"11/09/2018",0.145719940623454,0.154378716992384,0.152358310287713,"High R&D","High R&D","High R&D",0.0102835362,-0.0081561603,-0.0092873929,-0.0212631942
"21936-06MAR2020","008530",21936,"PFIZER INC","Rouses Point",2,"03/06/2020",0.16968115942029,0.15620831742096,0.157208232523316,"High R&D","High R&D","High R&D",0.0228694529,0.0270308904,0.0552501597,0.114378723
"13928-01NOV2011","008549",13928,"CONOCOPHILLIPS","Aston",10,"11/01/2011",0.0013086622058355,0.00121089947687396,0.00105276507520127,"Low R&D","Low R&D","Low R&D",0.0009927071,-0.0240585913,-0.0054277882,0.0017768421
"13928-30NOV2020","008549",13928,"CONOCOPHILLIPS","Houston",NA,"11/30/2020",0.00251788620382596,0.00269848691678904,0.00410011086233504,"Low R&D","Low R&D","Low R&D",-0.10732175,-0.051743564,0.059999269,0.2237247911
"13928-30NOV2020","008549",13928,"CONOCOPHILLIPS","Houston",NA,"11/30/2020",0.00251788620382596,0.00269848691678904,0.00410011086233504,"Low R&D","Low R&D","Low R&D",-0.10732175,-0.051743564,0.059999269,0.2237247911
"13928-01SEP2015","008549",13928,"CONOCOPHILLIPS","Houston",50,"09/01/2015",0.00500723478790648,0.00452042092698053,0.00320529501775748,"Low R&D","Low R&D","Low R&D",0.0511043939,0.0944773024,0.0808913951,0.0622164216
"13928-01SEP2015","008549",13928,"CONOCOPHILLIPS","Houston",50,"09/01/2015",0.00500723478790648,0.00452042092698053,0.00320529501775748,"Low R&D","Low R&D","Low R&D",0.0511043939,0.0944773024,0.0808913951,0.0622164216
"13928-01SEP2015","008549",13928,"CONOCOPHILLIPS","Houston",50,"09/01/2015",0.00500723478790648,0.00452042092698053,0.00320529501775748,"Low R&D","Low R&D","Low R&D",0.0511043939,0.0944773024,0.0808913951,0.0622164216
"13928-01SEP2015","008549",13928,"CONOCOPHILLIPS","Houston",50,"09/01/2015",0.00500723478790648,0.00452042092698053,0.00320529501775748,"Low R&D","Low R&D","Low R&D",0.0511043939,0.0944773024,0.0808913951,0.0622164216
"13928-01SEP2015","008549",13928,"CONOCOPHILLIPS","Houston",50,"09/01/2015",0.00500723478790648,0.00452042092698053,0.00320529501775748,"Low R&D","Low R&D","Low R&D",0.0511043939,0.0944773024,0.0808913951,0.0622164216
"51692-06FEB2020","008579",51692,"PIER 1 IMPORTS INC/DE","Ontario",134,"02/06/2020",0,0,0,"Low R&D","Low R&D","Low R&D",-0.090328433,0.0859362079,0.0735482758,-1.3619173387
"51692-15APR2020","008579",51692,"PIER 1 IMPORTS INC/DE","DuPont",49,"04/15/2020",0,0,0,"Low R&D","Low R&D","Low R&D",NA,NA,NA,NA
"51692-03JUN2020","008579",51692,"PIER 1 IMPORTS INC/DE","Groveport",221,"06/03/2020",0,0,0,"Low R&D","Low R&D","Low R&D",NA,NA,NA,NA
"51692-14APR2020","008579",51692,"PIER 1 IMPORTS INC/DE","Mansfield",67,"04/14/2020",0,0,0,"Low R&D","Low R&D","Low R&D",NA,NA,NA,NA
"63125-02DEC2011","008599",63125,"AGILYSYS INC","Solon",70,"12/02/2011",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0121966119,-0.0378751193,-0.0580988969,-0.2741605087
"24459-10AUG2024","008606",24459,"PITNEY BOWES INC","Odenton",50,"08/10/2024",0.0126762365798133,0.0125829895834938,0.0129082955858644,"Low R&D","Low R&D","Low R&D",0.2204908006,0.1360424843,0.1392466548,0.0019142442
"24459-04MAR2013","008606",24459,"PITNEY BOWES INC","Plainfield",137,"03/04/2013",0.0279175328786719,0.0283011998538426,0.03009047191409,"High R&D","High R&D","High R&D",0.0246424213,0.0460541336,0.0530771209,0.1398531946
"24459-17JUL2024","008606",24459,"PITNEY BOWES INC","Venus",1,"07/17/2024",0.0126762365798133,0.0125829895834938,0.0129082955858644,"Low R&D","Low R&D","Low R&D",0.0135391159,0.0453361169,0.0798974715,0.1059525712
"24459-14AUG2024","008606",24459,"PITNEY BOWES INC","11260 Cedar Avenue Bloomington CA 92316",11,"08/14/2024",0.0126762365798133,0.0125829895834938,0.0129082955858644,"Low R&D","Low R&D","Low R&D",-0.0101802535,0.2070639936,0.1210494764,0.0324646144
"24459-14AUG2024","008606",24459,"PITNEY BOWES INC","Lockport",278,"08/14/2024",0.0126762365798133,0.0125829895834938,0.0129082955858644,"Low R&D","Low R&D","Low R&D",-0.0101802535,0.2070639936,0.1210494764,0.0324646144
"64961-16NOV2023","008858",64961,"NEXTGEN HEALTHCARE INC","St. Louis",84,"11/16/2023",0.12600050216482,0.130045696343708,0.139475309002705,"High R&D","High R&D","High R&D",NA,NA,0.0029161851,-0.0026338946
"64961-28AUG2019","008858",64961,"NEXTGEN HEALTHCARE INC","North Canton",82,"08/28/2019",0.153057695687422,0.153268496371186,0.146874961955557,"High R&D","High R&D","High R&D",-0.0144664725,-0.0558192622,-0.0438805111,-0.0235180853
"62033-21NOV2014","008958",62033,"RAVEN INDUSTRIES INC","Earth City",58,"11/21/2014",0.0419989003666289,0.033465495141863,0.0298262987949096,"High R&D","High R&D","High R&D",-0.0626593601,-0.0982868462,-0.0807670762,-0.1121025693
"62033-25APR2012","008958",62033,"RAVEN INDUSTRIES INC","Kansas City",56,"04/25/2012",0.0254881248509217,0.024741044466627,0.0227501464213381,"High R&D","High R&D","High R&D",-0.0151554752,0.0133455983,0.0258558312,0.0767866829
"24942-06JUN2019","008972",24942,"RAYTHEON CO","Sierra Vista",69,"06/06/2019",0.0310813807376746,0.0304688167727066,0.0287361611428437,"High R&D","High R&D","High R&D",0.0181851192,-0.0146855195,-0.0248831083,-0.0154201244
"58771-03AUG2023","009016",58771,"REGAL REXNORD CORP","Mission",78,"08/03/2023",0.0204296747733763,0.0173062151684989,0.0133808930187695,"Low R&D","Low R&D","Low R&D",-0.00520972,0.0792751123,0.0727928224,0.0284187624
"58771-13SEP2023","009016",58771,"REGAL REXNORD CORP","Milwaukee",54,"09/13/2023",0.0204296747733763,0.0173062151684989,0.0133808930187695,"Low R&D","Low R&D","Low R&D",-0.0092637262,-0.0319334783,-0.0143791059,-0.0301718981
"35991-12JUN2023","009216",35991,"ROGERS CORP","Moosup",64,"06/12/2023",0.0362521121409103,0.034946507657181,0.0355474731390836,"High R&D","High R&D","High R&D",-0.0119945007,-0.0018975747,0.0028505241,-0.0011446441
"41320-07MAY2013","009325",41320,"SL INDUSTRIES INC","Elkhart",165,"05/07/2013",0.0165323043020885,0.0148469250414889,0.0164922075223015,"Low R&D","Low R&D","Low R&D",0.0468758561,0.0640124343,0.0830034146,0.1353932133
"68591-28MAY2014","009372",68591,"ST JUDE MEDICAL INC","Sylmar",274,"05/28/2014",0.12561352481367,0.124437802649875,0.123739627788179,"High R&D","High R&D","High R&D",-0.0019270308,-0.0096062837,-0.0206086111,-0.0268104866
"68591-29SEP2012","009372",68591,"ST JUDE MEDICAL INC","Fullerton",155,"09/29/2012",0.124857797001121,0.123414175997463,0.138270703015378,"High R&D","High R&D","High R&D",0.0070063734,0.0256131405,0.0236197811,0.054886362
"68591-31DEC2012","009372",68591,"ST JUDE MEDICAL INC","Sylmar",114,"12/31/2012",0.122842086134836,0.124087022969265,0.137631547471151,"High R&D","High R&D","High R&D",-0.005795231,0.0037234776,0.0057974752,0.0465327301
"69199-05JAN2015","009472",69199,"SCHULMAN (A.) INC","Stryker",67,"01/05/2015",0.0069064216644231,0.00436436553982264,0.00308900431870883,"Low R&D","Low R&D","Low R&D",-0.065436407,-0.1627526239,-0.1408029462,-0.0605522555
"85926-26AUG2016","009555",85926,"SEALED AIR CORP","Greenville",62,"08/26/2016",0.0183460143639337,0.0176858783167141,0.0179000810834359,"Low R&D","Low R&D","Low R&D",-0.0138111676,0.0105447749,0.0529043613,-0.0208838613
"85926-01FEB2024","009555",85926,"SEALED AIR CORP","Saddle Brook",83,"02/01/2024",0.0176538104173878,0.017952024188276,0.0179097620160606,"Low R&D","Low R&D","Low R&D",-0.0240791821,-0.0609694615,-0.0333821777,0.000481893099999994
"50948-07MAR2022","009599",50948,"SEMTECH CORP","Fort Hood",62,"03/07/2022",0.199667142691312,0.197752559262505,0.189356997517887,"High R&D","High R&D","High R&D",0.0037491421,-0.0361850928,-0.090318209,-0.0771995272
"51625-01MAR2020","009611",51625,"SERVICE CORP INTERNATIONAL","Secaucus",273,"03/01/2020",0,0,0,"Low R&D","Low R&D","Low R&D",0.0196001871,0.0503848381,0.0786363885,0.0886264308
"36468-28APR2023","009667",36468,"SHERWIN-WILLIAMS CO","Bedford Heights",51,"04/28/2023",0.00538627200447878,0.00549518337332808,0.00504124083892161,"Low R&D","Low R&D","Low R&D",-0.0158726685,-0.0058296599,-0.011812188,0.0155021665
"36468-31AUG2023","009667",36468,"SHERWIN-WILLIAMS CO","Youngstown",2,"08/31/2023",0.00538627200447878,0.00549518337332808,0.00504124083892161,"Low R&D","Low R&D","Low R&D",0.0123759702,0.0073672329,0.0017973585,-0.0390263335
"36468-31MAY2019","009667",36468,"SHERWIN-WILLIAMS CO",NA,64,"05/31/2019",0.00296113494698706,0.00391975990505319,0.00426782477378385,"Low R&D","Low R&D","Low R&D",0.0128487389,0.0410003748,0.0871651451,0.0896181788
"71176-05MAR2023","009815",71176,"SONOCO PRODUCTS CO","Hutchinson",116,"03/05/2023",0.00395831931141243,0.0041565915661519,0.0042217632595556,"Low R&D","Low R&D","Low R&D",-0.0238093561,-0.0131601396,-0.0141049554,-0.0183925622
"71176-02FEB2024","009815",71176,"SONOCO PRODUCTS CO","Sumner",34,"02/02/2024",0.00432071056665898,0.00419665407454096,0.00422520172539599,"Low R&D","Low R&D","Low R&D",-0.018732826,-0.033220586,-0.0318284071,-0.0450880171
"71176-30JAN2024","009815",71176,"SONOCO PRODUCTS CO",NA,62,"01/30/2024",0.00432071056665898,0.00419665407454096,0.00422520172539599,"Low R&D","Low R&D","Low R&D",-0.0143469094,-0.0200326133,-0.0393060204,-0.0141604356
"71176-13OCT2023","009815",71176,"SONOCO PRODUCTS CO","Fremont",63,"10/13/2023",0.00395831931141243,0.0041565915661519,0.0042217632595556,"Low R&D","Low R&D","Low R&D",-0.0030820259,-0.0070546049,-0.0289067159,-0.0082173437
"66093-14SEP2015","009899",66093,"AT&T INC","White Plains",68,"09/14/2015",0.0130618285049869,0.0115492170933837,0.0109831574088885,"Low R&D","Low R&D","Low R&D",-0.007350881,-0.021834948,-0.0265181052,-0.0070036794
"66093-17DEC2024","009899",66093,"AT&T INC","Fleming Island",138,"12/17/2024",0.00779233508674486,0.00901409776127036,0.00822528485302606,"Low R&D","Low R&D","Low R&D",-0.066336005,-0.0596121321,-0.0520692852,-0.0586524931
"66093-25JUN2024","009899",66093,"AT&T INC","5001 Executive Parkway San Ramon CA 94583",19,"06/25/2024",0.00779233508674486,0.00901409776127036,0.00822528485302606,"Low R&D","Low R&D","Low R&D",0.0162779852,0.0490635813,0.0502127491,0.0202784098
"66093-25JUN2024","009899",66093,"AT&T INC","5005 Executive Parkway San Ramon CA 94583",37,"06/25/2024",0.00779233508674486,0.00901409776127036,0.00822528485302606,"Low R&D","Low R&D","Low R&D",0.0162779852,0.0490635813,0.0502127491,0.0202784098
"66093-08SEP2020","009899",66093,"AT&T INC","San Ramon",5,"09/08/2020",0.00703941742752324,0.00779249982918454,0.00899590961553961,"Low R&D","Low R&D","Low R&D",0.0135195382,0.0466647898,0.0144649686,0.0047975725
"43350-11MAR2024","010016",43350,"STANLEY BLACK & DECKER INC","Fort Mill",192,"03/11/2024",0.0229388318938477,0.0205732147786884,0.0187814331462882,"High R&D","High R&D","Low R&D",0.0020896247,0.000505075199999997,-0.0020066945,0.0406175277
"43350-19NOV2019","010016",43350,"STANLEY BLACK & DECKER INC","Greenfield",140,"11/19/2019",0.0197247968875157,0.0191454525505083,0.0179326338250848,"Low R&D","Low R&D","Low R&D",-0.019028419,0.0088735952,-0.0176206654,-0.0451661731
"43350-14JUN2024","010016",43350,"STANLEY BLACK & DECKER INC",NA,84,"06/14/2024",0.0229388318938477,0.0205732147786884,0.0187814331462882,"High R&D","High R&D","Low R&D",-0.036201172,0.0091528273,0.0160585497,-0.1116896546
"43350-25APR2023","010016",43350,"STANLEY BLACK & DECKER INC","Fort Worth",175,"04/25/2023",0.021088780579912,0.017765965271895,0.0181386261450218,"High R&D","Low R&D","Low R&D",-0.0011758824,0.075203535,0.0873794924,0.0647339258
"43350-14MAR2024","010016",43350,"STANLEY BLACK & DECKER INC","Mission",127,"03/14/2024",0.0229388318938477,0.0205732147786884,0.0187814331462882,"High R&D","High R&D","Low R&D",-0.0180076697,-0.0164535541,0.0427131386,0.0582661023
"43350-09APR2014","010016",43350,"STANLEY BLACK & DECKER INC","Brewster",0,"04/09/2014",0.0155164891102789,0.0156185858691382,0.0134755205509443,"Low R&D","Low R&D","Low R&D",-0.0015710615,-0.0163282825,0.019971722,0.0835005273
"73139-22JUN2012","010115",73139,"STRYKER CORP","Orchard Park",96,"06/22/2012",0.0556157457565908,0.0531446381690988,0.055345101924426,"High R&D","High R&D","High R&D",0.010613327,0.0069496274,0.0259002053,0.018158079
"73139-01NOV2011","010115",73139,"STRYKER CORP","Malvern",58,"11/01/2011",0.0538114754098361,0.0528549919770668,0.0581815502275995,"High R&D","High R&D","High R&D",-0.0073394719,0.0062443229,-0.000110922499999999,0.0165382185
"44951-25MAR2014","010190",44951,"SUPERVALU INC","Salt Lake City",66,"03/25/2014",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0057717221,0.0385437397,0.01533886,0.1144501737
"44951-06JAN2016","010190",44951,"SUPERVALU INC","Boise",89,"01/06/2016",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0400596421,-0.0153909842,-0.1803361406,-0.2680456054
"43334-12JUL2018","010236",43334,"ASCENT INDUSTRIES CO",NA,68,"07/12/2018",0.00276413387157715,0.00341302323674858,0.0030856806916996,"Low R&D","Low R&D","Low R&D",0.0013694097,-0.0249308547,-0.0097245317,-0.0249936462
"43334-16OCT2018","010236",43334,"ASCENT INDUSTRIES CO","Westland",70,"10/16/2018",0.00276413387157715,0.00341302323674858,0.0030856806916996,"Low R&D","Low R&D","Low R&D",-0.045672332,-0.1355974962,-0.1487587259,-0.186756154
"91321-23AUG2017","010385",91321,"TECK RESOURCES LTD",NA,36,"08/23/2017",0.0032258064516129,0.00374747329608791,0.00299959571193308,"Low R&D","Low R&D","Low R&D",0.0235923548,0.094021513,0.1598670819,0.1240432235
"84375-31DEC2014","010443",84375,"TENNECO INC","Cozad",2,"12/31/2014",0.0200712589073634,0.0184217383439798,0.0186863081824787,"Low R&D","Low R&D","Low R&D",0.000246595799999999,0.0039947646,-0.0092098261,-0.0127265703
"84375-14MAY2019","010443",84375,"TENNECO INC","Moreno Valley",95,"05/14/2019",0.0173425146646264,0.0174294837163026,0.018029013518137,"Low R&D","Low R&D","Low R&D",0.0288786833,-0.4146820264,-0.4500075535,-0.5010696203
"51369-31JUL2013","010453",51369,"TERADYNE INC","Costa Mesa",90,"07/31/2013",0.151732005432322,0.137027236615296,0.161844348952308,"High R&D","High R&D","High R&D",0.0084179863,-0.0169168255,-0.0665635429,-0.0642534697
"51369-30NOV2015","010453",51369,"TERADYNE INC","Costa Mesa",65,"11/30/2015",0.176984313858762,0.171212486849704,0.154597432992536,"High R&D","High R&D","High R&D",0.0131649896,0.0160114941,0.0038064055,0.0128203089
"15579-23NOV2011","010499",15579,"TEXAS INSTRUMENTS INC","Santa Clara",207,"11/23/2011",0.112415867105828,0.136386342988925,0.143911061470228,"High R&D","High R&D","High R&D",-0.018534157,-0.0290791261,0.0013582548,0.0170564067
"15579-28NOV2012","010499",15579,"TEXAS INSTRUMENTS INC","Dallas",500,"11/28/2012",0.125209899978097,0.126393781317224,0.138026658936788,"High R&D","High R&D","High R&D",0.0049454108,0.00054698,0.0165466551,0.0157228084
"62092-20JUL2011","010530",62092,"THERMO FISHER SCIENTIFIC INC","Huntsville",67,"07/20/2011",0.0266204454660895,0.0249861499650305,0.0296707490147054,"High R&D","High R&D","High R&D",0.0117810831,0.0051420571,-0.03100792,-0.0753129053
"62092-07NOV2024","010530",62092,"THERMO FISHER SCIENTIFIC INC","Cambridge, Lexington, Plainville",160,"11/07/2024",0.0311967706559022,0.0332682690069336,0.0351459979951131,"High R&D","High R&D","High R&D",-0.037602543,-0.0594030909,-0.051533188,-0.1360914572
"62092-13JUN2023","010530",62092,"THERMO FISHER SCIENTIFIC INC","5781 Van Allen Way Carlsbad CA 92008",3,"06/13/2023",0.0327507514193477,0.0350881879239794,0.0368465404071628,"High R&D","High R&D","High R&D",-0.0140110272,-0.0048757676,-0.0160754175,-0.079538663184
"62092-01SEP2012","010530",62092,"THERMO FISHER SCIENTIFIC INC","Bristol",75,"09/01/2012",0.0290468109057727,0.0266700713751023,0.0256992709896894,"High R&D","High R&D","High R&D",-0.0043735643,0.0206548455,0.0204839718,0.0175187914
"62092-02APR2012","010530",62092,"THERMO FISHER SCIENTIFIC INC","Holtsville",25,"04/02/2012",0.0290468109057727,0.0266700713751023,0.0256992709896894,"High R&D","High R&D","High R&D",-0.0010178647,-0.0069848127,-0.0155615778,-0.0100188935
"62092-24JUN2014","010530",62092,"THERMO FISHER SCIENTIFIC INC","Austin",115,"06/24/2014",0.0302132113091373,0.029782730794712,0.028062319120734,"High R&D","High R&D","High R&D",0.0004662052,-0.0250656756,-0.0384652673,-0.0505971948
"62092-01AUG2018","010530",62092,"THERMO FISHER SCIENTIFIC INC","Bellefonte",54,"08/01/2018",0.0424514771966727,0.041520806576207,0.0391388605766309,"High R&D","High R&D","High R&D",-0.0026841237,-0.0023241241,0.036539543,0.0609551844
"62092-01FEB2016","010530",62092,"THERMO FISHER SCIENTIFIC INC","Houston",62,"02/01/2016",0.0408065828097186,0.037312821988084,0.0342146894078501,"High R&D","High R&D","High R&D",-0.016925211,-0.0572234347,-0.0749978566,-0.0542434522
"62092-27MAY2015","010530",62092,"THERMO FISHER SCIENTIFIC INC","Sugar Land",52,"05/27/2015",0.040918671845396,0.0337400177745864,0.0313774619391243,"High R&D","High R&D","High R&D",-0.014156846,-0.0142534225,0.0061883497,-0.0004355522
"14795-18OCT2012","010581",14795,"TIMKEN CO","Pulaski",36,"10/18/2012",0.00953541449073537,0.0122731220329072,0.0114331439296376,"Low R&D","Low R&D","Low R&D",0.0415232625,0.0545527854,0.1048325573,0.1346620431
"76946-28JUN2011","010685",76946,"TRANSCAT INC",NA,55,"06/28/2011",0,0,0,"Low R&D","Low R&D","Low R&D",-0.040970219,0.00460402190000001,-0.0260086531,-0.0217795719
"92583-14NOV2024","010740",92583,"TRIO-TECH INTERNATIONAL","Bethesda",833,"11/14/2024",0.00926451124976366,0.00898461915112722,0.00965032721596888,"Low R&D","Low R&D","Low R&D",0.0547330645,-0.054694842,0.0971436137,0.145486915
"92583-27JUN2012","010740",92583,"TRIO-TECH INTERNATIONAL","Cumberland",51,"06/27/2012",0.00703531729280991,0.00334561824062644,0.00257541617434733,"Low R&D","Low R&D","Low R&D",0.0283475429,0.0721937154,0.0555022339,0.0107711662
"92583-31MAR2013","010740",92583,"TRIO-TECH INTERNATIONAL","Barstow",104,"03/31/2013",0.00862295752828038,0.00557146133551074,0.004004820514228,"Low R&D","Low R&D","Low R&D",0.1249208986,-0.1176376035,-0.0769579505,-0.0672217319
"92583-30AUG2012","010740",92583,"TRIO-TECH INTERNATIONAL","Bethesda",44,"08/30/2012",0.00862295752828038,0.00557146133551074,0.004004820514228,"Low R&D","Low R&D","Low R&D",0.0167665724,0.0031769914,-0.0412510733,0.1953674683
"76185-26MAR2012","010789",76185,"TYLER TECHNOLOGIES INC",NA,217,"03/26/2012",0.0530526098044222,0.0466329587136428,0.0375193878803473,"High R&D","High R&D","High R&D",-0.0010278717,0.0225262409,0.0160282627,-0.0030948767
"77730-01NOV2024","010793",77730,"TYSON FOODS INC  -CL A","Philadelphia",219,"11/01/2024",0.00198673014206995,0.00205437464137989,0.00216553806060105,"Low R&D","Low R&D","Low R&D",-0.011312998,-0.006201361,0.0010486294,0.0546946607
"77730-02DEC2024","010793",77730,"TYSON FOODS INC  -CL A","Emporia",809,"12/02/2024",0.00198673014206995,0.00205437464137989,0.00216553806060105,"Low R&D","Low R&D","Low R&D",0.0033915793,0.0048515731,-0.0148400583,-0.0894492625
"77730-09SEP2024","010793",77730,"TYSON FOODS INC  -CL A","Perry",19,"09/09/2024",0.00214944284178969,0.00219055122959355,0.0022256852523262,"Low R&D","Low R&D","Low R&D",-0.0315632451,-0.0523675998,-0.0403290988,-0.046129443
"77730-13DEC2023","010793",77730,"TYSON FOODS INC  -CL A","Jacksonville",11,"12/13/2023",0.00214944284178969,0.00219055122959355,0.0022256852523262,"Low R&D","Low R&D","Low R&D",0.0184719182,0.0091206321,0.0356563802,0.1302676703
"92655-02NOV2017","010903",92655,"UNITEDHEALTH GROUP INC","Newark",138,"11/02/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.0056208649,-0.0094433712,-0.0002064487,8.44409999999981e-05
"92655-01JUN2019","010903",92655,"UNITEDHEALTH GROUP INC","Minnetonka",5,"06/01/2019",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0152799865,-0.008098959,-0.0074741801,0.0584936985
"92655-02NOV2017","010903",92655,"UNITEDHEALTH GROUP INC","Newark",138,"11/02/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.0056208649,-0.0094433712,-0.0002064487,8.44409999999981e-05
"92655-01AUG2016","010903",92655,"UNITEDHEALTH GROUP INC","Avon Lake",115,"08/01/2016",0,0,0,"Low R&D","Low R&D","Low R&D",0.0059640141,0.0016409686,-0.0272096678,-0.0426178418
"92655-03MAY2016","010903",92655,"UNITEDHEALTH GROUP INC","Miramar",68,"05/03/2016",0,0,0,"Low R&D","Low R&D","Low R&D",0.0104501421,0.0129491217,0.0024339184,0.0309451667
"92655-02NOV2017","010903",92655,"UNITEDHEALTH GROUP INC","Phoenix",381,"11/02/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.0056208649,-0.0094433712,-0.0002064487,8.44409999999981e-05
"92655-01OCT2019","010903",92655,"UNITEDHEALTH GROUP INC","Duluth",NA,"10/01/2019",0,0,0,"Low R&D","Low R&D","Low R&D",0.0222117512,3.74758999999968e-05,-0.0111916387,0.0421817837
"79303-09OCT2017","010981",79303,"ESSENDANT INC","Whittier",123,"10/09/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.0041183256,-0.0343265447,0.0060592145,0.0338518839
